,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,album_id,album_name
4MWb6mltydQn84NrTm7Gpl,0.911,0.632,1,-2.94,1,0.118,0.201,9.26e-06,0.0791,0.832,99.988,audio_features,4MWb6mltydQn84NrTm7Gpl,spotify:track:4MWb6mltydQn84NrTm7Gpl,https://api.spotify.com/v1/tracks/4MWb6mltydQn84NrTm7Gpl,https://api.spotify.com/v1/audio-analysis/4MWb6mltydQn84NrTm7Gpl,207249,4,6qvGkkeW9g7I2k04lEwGU0,Dime Cuantas Veces (Remix) [feat. Justin Quiles]
4chAS0hte8UFeDfkeOXdnJ,0.648,0.126,3,-13.151,1,0.0547,0.957,0.922,0.0865,0.227,69.006,audio_features,4chAS0hte8UFeDfkeOXdnJ,spotify:track:4chAS0hte8UFeDfkeOXdnJ,https://api.spotify.com/v1/tracks/4chAS0hte8UFeDfkeOXdnJ,https://api.spotify.com/v1/audio-analysis/4chAS0hte8UFeDfkeOXdnJ,97935,4,3koy9PLG6WERu2f8cK81mm,Ornithology
6IdiuMw1FSAvU3e6bgWQVX,0.692,0.63,8,-6.792,1,0.164,0.0732,0,0.0865,0.499,110.919,audio_features,6IdiuMw1FSAvU3e6bgWQVX,spotify:track:6IdiuMw1FSAvU3e6bgWQVX,https://api.spotify.com/v1/tracks/6IdiuMw1FSAvU3e6bgWQVX,https://api.spotify.com/v1/audio-analysis/6IdiuMw1FSAvU3e6bgWQVX,203872,5,10qyDIB3pverR0MvhOFDVy,È sempre bello
64qPik0uhgfKvJ9EdZQvt0,0.459,0.956,11,-4.492,1,0.0741,0.025,0,0.0637,0.793,170.051,audio_features,64qPik0uhgfKvJ9EdZQvt0,spotify:track:64qPik0uhgfKvJ9EdZQvt0,https://api.spotify.com/v1/tracks/64qPik0uhgfKvJ9EdZQvt0,https://api.spotify.com/v1/audio-analysis/64qPik0uhgfKvJ9EdZQvt0,159773,4,4cAkoHC4oYBR0Q3wQtqZ1x,Año Zero
14iN3o8ptQ8cFVZTEmyQRV,0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,audio_features,14iN3o8ptQ8cFVZTEmyQRV,spotify:track:14iN3o8ptQ8cFVZTEmyQRV,https://api.spotify.com/v1/tracks/14iN3o8ptQ8cFVZTEmyQRV,https://api.spotify.com/v1/audio-analysis/14iN3o8ptQ8cFVZTEmyQRV,179640,4,3OALgjCs6Lqw41853v4wEQ,One Of The Boys
1Ej96GIBCTvgH7tNX1r3qr,0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,0.619,176.044,audio_features,1Ej96GIBCTvgH7tNX1r3qr,spotify:track:1Ej96GIBCTvgH7tNX1r3qr,https://api.spotify.com/v1/tracks/1Ej96GIBCTvgH7tNX1r3qr,https://api.spotify.com/v1/audio-analysis/1Ej96GIBCTvgH7tNX1r3qr,225933,4,3TgOrQ3p23Af8zSsxK8fdX,Sueños
5QJiNr1jOTunUD1iS2xHXm,0.604,0.12,9,-19.311,1,0.033,0.951,0.952,0.352,0.34,71.031,audio_features,5QJiNr1jOTunUD1iS2xHXm,spotify:track:5QJiNr1jOTunUD1iS2xHXm,https://api.spotify.com/v1/tracks/5QJiNr1jOTunUD1iS2xHXm,https://api.spotify.com/v1/audio-analysis/5QJiNr1jOTunUD1iS2xHXm,126761,4,4Y4vvALE1Q56mGgSiuTJTa,Angelic
3HAS4ufEDOUzZEXsrv2E9W,0.531,0.336,1,-18.311,1,0.0298,0.787,0.872,0.195,0.262,74.009,audio_features,3HAS4ufEDOUzZEXsrv2E9W,spotify:track:3HAS4ufEDOUzZEXsrv2E9W,https://api.spotify.com/v1/tracks/3HAS4ufEDOUzZEXsrv2E9W,https://api.spotify.com/v1/audio-analysis/3HAS4ufEDOUzZEXsrv2E9W,142594,4,26Ysat76xkhNwWaFnWf8i2,Chance Encounter
4xJwrX904zHBmYGlxcge75,0.78,0.627,9,-6.498,1,0.0596,0.118,0,0.255,0.568,99.974,audio_features,4xJwrX904zHBmYGlxcge75,spotify:track:4xJwrX904zHBmYGlxcge75,https://api.spotify.com/v1/tracks/4xJwrX904zHBmYGlxcge75,https://api.spotify.com/v1/audio-analysis/4xJwrX904zHBmYGlxcge75,167155,4,1zMeFpUtdA9GXspsVp1bDa,Quiero Saber
2kAe8s00cKth2AfcLEbFi9,0.721,0.734,5,-4.266,1,0.0841,0.113,0,0.277,0.668,179.956,audio_features,2kAe8s00cKth2AfcLEbFi9,spotify:track:2kAe8s00cKth2AfcLEbFi9,https://api.spotify.com/v1/tracks/2kAe8s00cKth2AfcLEbFi9,https://api.spotify.com/v1/audio-analysis/2kAe8s00cKth2AfcLEbFi9,186987,4,5hHBkqV6gED9WKE6qr0DfP,Hey DJ (Pop Version)
0tIpUUbOYIWqvI50Ksf7D5,0.827,0.788,7,-11.937,0,0.0831,0.246,0,0.0764,0.815,109.933,audio_features,0tIpUUbOYIWqvI50Ksf7D5,spotify:track:0tIpUUbOYIWqvI50Ksf7D5,https://api.spotify.com/v1/tracks/0tIpUUbOYIWqvI50Ksf7D5,https://api.spotify.com/v1/audio-analysis/0tIpUUbOYIWqvI50Ksf7D5,170005,4,6owe1MO20hyH4dZURGb3Ob,Gargolas 3
6oyl7ELfrMqXLhGmIjXY9R,0.734,0.933,11,-4.639,0,0.0578,0.0375,0,0.302,0.935,120.987,audio_features,6oyl7ELfrMqXLhGmIjXY9R,spotify:track:6oyl7ELfrMqXLhGmIjXY9R,https://api.spotify.com/v1/tracks/6oyl7ELfrMqXLhGmIjXY9R,https://api.spotify.com/v1/audio-analysis/6oyl7ELfrMqXLhGmIjXY9R,218413,4,6Hu1DObY1WeKWxHfeaOcFg,Prestige
75QcWSFMIh8wkbGHdVQoju,0.646,0.604,0,-7.041,1,0.0306,0.616,0,0.119,0.537,133.072,audio_features,75QcWSFMIh8wkbGHdVQoju,spotify:track:75QcWSFMIh8wkbGHdVQoju,https://api.spotify.com/v1/tracks/75QcWSFMIh8wkbGHdVQoju,https://api.spotify.com/v1/audio-analysis/75QcWSFMIh8wkbGHdVQoju,191267,4,3V1AlvZVdeN9TrWEMSAjlF,Dile al Sol
4jPy3l0RUwlUI9T5XHBW2m,0.701,0.716,7,-3.671,0,0.0361,0.174,0,0.324,0.732,91.007,audio_features,4jPy3l0RUwlUI9T5XHBW2m,spotify:track:4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/tracks/4jPy3l0RUwlUI9T5XHBW2m,https://api.spotify.com/v1/audio-analysis/4jPy3l0RUwlUI9T5XHBW2m,140533,4,270o30h7cAlEhBnbuSpFZq,El Dorado
7MMJa7cjMadOSR6CFWvB1x,0.747,0.498,0,-6.674,1,0.0353,0.381,0,0.712,0.53,135.919,audio_features,7MMJa7cjMadOSR6CFWvB1x,spotify:track:7MMJa7cjMadOSR6CFWvB1x,https://api.spotify.com/v1/tracks/7MMJa7cjMadOSR6CFWvB1x,https://api.spotify.com/v1/audio-analysis/7MMJa7cjMadOSR6CFWvB1x,222787,4,3aKazjcDl544T21siS8lDp,Faccio un casino
4gChz67rTHfVzKCZAHsifM,0.727,0.692,9,-3.25,1,0.104,0.102,1.07e-06,0.0562,0.604,92.019,audio_features,4gChz67rTHfVzKCZAHsifM,spotify:track:4gChz67rTHfVzKCZAHsifM,https://api.spotify.com/v1/tracks/4gChz67rTHfVzKCZAHsifM,https://api.spotify.com/v1/audio-analysis/4gChz67rTHfVzKCZAHsifM,294240,4,1km4pyoUYWxuu1WQJzpxXc,La Tóxica (feat. Jay Wheeler & Tempo) [Remix]
6ipzb1kHhWIxp1tS0vwqPl,0.701,0.568,8,-3.389,0,0.067,0.252,0,0.153,0.577,164.062,audio_features,6ipzb1kHhWIxp1tS0vwqPl,spotify:track:6ipzb1kHhWIxp1tS0vwqPl,https://api.spotify.com/v1/tracks/6ipzb1kHhWIxp1tS0vwqPl,https://api.spotify.com/v1/audio-analysis/6ipzb1kHhWIxp1tS0vwqPl,167973,4,1qI0hQjYttNGAFzXR4Pu3H,Ferxxo 100
11oXdl3p13AefKYj6vysqg,0.27,0.496,7,-6.779,1,0.0322,0.799,3.11e-06,0.117,0.571,200.22,audio_features,11oXdl3p13AefKYj6vysqg,spotify:track:11oXdl3p13AefKYj6vysqg,https://api.spotify.com/v1/tracks/11oXdl3p13AefKYj6vysqg,https://api.spotify.com/v1/audio-analysis/11oXdl3p13AefKYj6vysqg,165053,3,6hArPTsC1oCymLqzgHdn0m,Madame Ayahuasca
3eqCJfgJJs8iKx49KO12s3,0.651,0.557,5,-5.466,0,0.204,0.0358,0,0.154,0.711,87.063,audio_features,3eqCJfgJJs8iKx49KO12s3,spotify:track:3eqCJfgJJs8iKx49KO12s3,https://api.spotify.com/v1/tracks/3eqCJfgJJs8iKx49KO12s3,https://api.spotify.com/v1/audio-analysis/3eqCJfgJJs8iKx49KO12s3,206947,4,0K9klyLQafG164T9f7NKkS,REMIX EXCLUSIVO
6G8xvLFNkXy3HM5EbQI6c8,0.743,0.835,2,-4.655,1,0.029,0.25,0,0.0912,0.955,120.019,audio_features,6G8xvLFNkXy3HM5EbQI6c8,spotify:track:6G8xvLFNkXy3HM5EbQI6c8,https://api.spotify.com/v1/tracks/6G8xvLFNkXy3HM5EbQI6c8,https://api.spotify.com/v1/audio-analysis/6G8xvLFNkXy3HM5EbQI6c8,179000,4,6JFD9WU1ZSYZOJlDpRtZ71,sail away
3yIyUQXF050PehHtbkgaDu,0.804,0.757,9,-5.494,0,0.0396,0.275,0,0.189,0.442,125.998,audio_features,3yIyUQXF050PehHtbkgaDu,spotify:track:3yIyUQXF050PehHtbkgaDu,https://api.spotify.com/v1/tracks/3yIyUQXF050PehHtbkgaDu,https://api.spotify.com/v1/audio-analysis/3yIyUQXF050PehHtbkgaDu,183710,4,7b3PrkHcWx17AQwlI2M1Uc,PARAÍSO
2aCbaVxzJctzRCde49qLGC,0.807,0.812,5,-2.115,0,0.0507,0.0782,0.0101,0.433,0.567,107.022,audio_features,2aCbaVxzJctzRCde49qLGC,spotify:track:2aCbaVxzJctzRCde49qLGC,https://api.spotify.com/v1/tracks/2aCbaVxzJctzRCde49qLGC,https://api.spotify.com/v1/audio-analysis/2aCbaVxzJctzRCde49qLGC,182836,4,5AcRssiG0Zqu3lqYW7hMoM,SATURNO
0fADaWdT3obxk7zvHS18VY,0.758,0.888,1,-2.851,1,0.0706,0.34,0.00139,0.144,0.408,107.039,audio_features,0fADaWdT3obxk7zvHS18VY,spotify:track:0fADaWdT3obxk7zvHS18VY,https://api.spotify.com/v1/tracks/0fADaWdT3obxk7zvHS18VY,https://api.spotify.com/v1/audio-analysis/0fADaWdT3obxk7zvHS18VY,197383,4,5I66RzytH4VwOHZiowdsXf,PANTIES Y BRASIERES
2po9ojtzr8XpirRFNHjO83,0.696,0.752,7,-5.051,0,0.0676,0.161,0,0.131,0.826,114.955,audio_features,2po9ojtzr8XpirRFNHjO83,spotify:track:2po9ojtzr8XpirRFNHjO83,https://api.spotify.com/v1/tracks/2po9ojtzr8XpirRFNHjO83,https://api.spotify.com/v1/audio-analysis/2po9ojtzr8XpirRFNHjO83,35419,4,4GgojLZOPRu8MdUVmjNRSI,High School Musical: The Musical: The Series (Original Soundtrack)
7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,audio_features,7fBv7CLKzipRk6EC6TWHOB,spotify:track:7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,242253,4,0P3oVJBFOv3TDXlYRhGL7s,Beauty Behind The Madness
3kmWIej9tXjSWWYc9tPjJk,0.783,0.868,7,-2.961,0,0.0591,0.19,0,0.165,0.727,109.977,audio_features,3kmWIej9tXjSWWYc9tPjJk,spotify:track:3kmWIej9tXjSWWYc9tPjJk,https://api.spotify.com/v1/tracks/3kmWIej9tXjSWWYc9tPjJk,https://api.spotify.com/v1/audio-analysis/3kmWIej9tXjSWWYc9tPjJk,166735,4,21HEULXdjdbOsXoR0ajBeB,COCO LOCO
2MPWdzsLs7owJCpNS1Eq8Y,0.666,0.956,1,-4.404,0,0.0381,0.345,1.63e-05,0.137,0.947,142.758,audio_features,2MPWdzsLs7owJCpNS1Eq8Y,spotify:track:2MPWdzsLs7owJCpNS1Eq8Y,https://api.spotify.com/v1/tracks/2MPWdzsLs7owJCpNS1Eq8Y,https://api.spotify.com/v1/audio-analysis/2MPWdzsLs7owJCpNS1Eq8Y,249240,4,4bi7VB7vyd0Ttt15zO1rqb,Grandes Éxitos: Loquillo
5xXYuYk2CzHfk3kLKYmRRb,0.764,0.805,5,-3.814,0,0.0294,0.0385,0,0.163,0.646,130.097,audio_features,5xXYuYk2CzHfk3kLKYmRRb,spotify:track:5xXYuYk2CzHfk3kLKYmRRb,https://api.spotify.com/v1/tracks/5xXYuYk2CzHfk3kLKYmRRb,https://api.spotify.com/v1/audio-analysis/5xXYuYk2CzHfk3kLKYmRRb,224787,4,3crF1rm8dNCybqtUd1gNZj,Ananda
3XDeeP9wBZzGhIPZmLfEEx,0.661,0.552,10,-12.385,1,0.0337,0.214,0,0.206,0.928,92.056,audio_features,3XDeeP9wBZzGhIPZmLfEEx,spotify:track:3XDeeP9wBZzGhIPZmLfEEx,https://api.spotify.com/v1/tracks/3XDeeP9wBZzGhIPZmLfEEx,https://api.spotify.com/v1/audio-analysis/3XDeeP9wBZzGhIPZmLfEEx,252760,4,0VgBqlPrvUQsOqSwzA0fET,Colour By Numbers
1Hz9kATarW8c2qsYeGID59,0.673,0.478,9,-10.592,1,0.394,0.112,3.7e-06,0.0839,0.588,144.748,audio_features,1Hz9kATarW8c2qsYeGID59,spotify:track:1Hz9kATarW8c2qsYeGID59,https://api.spotify.com/v1/tracks/1Hz9kATarW8c2qsYeGID59,https://api.spotify.com/v1/audio-analysis/1Hz9kATarW8c2qsYeGID59,268582,4,4y2Vmlra47xaKfqYNDTEwH,2 Caminos
0TcHENybtIPcEPfr4bSPpA,0.678,0.627,6,-7.287,0,0.107,0.35,0,0.116,0.281,90.02,audio_features,0TcHENybtIPcEPfr4bSPpA,spotify:track:0TcHENybtIPcEPfr4bSPpA,https://api.spotify.com/v1/tracks/0TcHENybtIPcEPfr4bSPpA,https://api.spotify.com/v1/audio-analysis/0TcHENybtIPcEPfr4bSPpA,220964,4,0QlYj53TIFDRDq6E7GrRXH,Yipiyou
4gWuzW7JABa0RVuIO8Hlo7,0.828,0.713,10,-6.851,0,0.107,0.179,2.87e-06,0.244,0.413,95.956,audio_features,4gWuzW7JABa0RVuIO8Hlo7,spotify:track:4gWuzW7JABa0RVuIO8Hlo7,https://api.spotify.com/v1/tracks/4gWuzW7JABa0RVuIO8Hlo7,https://api.spotify.com/v1/audio-analysis/4gWuzW7JABa0RVuIO8Hlo7,143179,4,2K9ENdqeorYT0gEdrgII4r,Tranquilísimo
4wDk9P2WSvHOsRW6SDYE7L,0.512,0.888,9,-4.766,0,0.0922,0.0309,0,0.147,0.525,143.005,audio_features,4wDk9P2WSvHOsRW6SDYE7L,spotify:track:4wDk9P2WSvHOsRW6SDYE7L,https://api.spotify.com/v1/tracks/4wDk9P2WSvHOsRW6SDYE7L,https://api.spotify.com/v1/audio-analysis/4wDk9P2WSvHOsRW6SDYE7L,229520,4,0TzrJVOC5B0dp3IyLpAtii,Sin Frenos
5o3GnrcFtvkdf3zFznuSbA,0.783,0.61,7,-6.124,1,0.0696,0.343,0,0.0983,0.418,100.047,audio_features,5o3GnrcFtvkdf3zFznuSbA,spotify:track:5o3GnrcFtvkdf3zFznuSbA,https://api.spotify.com/v1/tracks/5o3GnrcFtvkdf3zFznuSbA,https://api.spotify.com/v1/audio-analysis/5o3GnrcFtvkdf3zFznuSbA,214265,4,1Li4rADxSxjT2g4xqUcMYh,Red Pill Blues (Deluxe)
2Q85xwXagilpHKTfdrbC7M,0.685,0.859,5,-2.595,0,0.0553,0.116,0,0.317,0.891,176.018,audio_features,2Q85xwXagilpHKTfdrbC7M,spotify:track:2Q85xwXagilpHKTfdrbC7M,https://api.spotify.com/v1/tracks/2Q85xwXagilpHKTfdrbC7M,https://api.spotify.com/v1/audio-analysis/2Q85xwXagilpHKTfdrbC7M,204520,4,3IFkypuR7Wij9252tKarRw,La Rompe Corazones
71R8HJxQk5qMiRstrlXN9t,0.54,0.455,3,-5.988,1,0.224,0.675,1.08e-05,0.12,0.432,83.876,audio_features,71R8HJxQk5qMiRstrlXN9t,spotify:track:71R8HJxQk5qMiRstrlXN9t,https://api.spotify.com/v1/tracks/71R8HJxQk5qMiRstrlXN9t,https://api.spotify.com/v1/audio-analysis/71R8HJxQk5qMiRstrlXN9t,212032,4,23ceOvjypWsCUj9ZrW8Fno,2/Catorce
7gjnP3VGpnDpCVn3ZzmtvW,0.783,0.695,8,-4.784,1,0.0383,0.192,2.88e-05,0.112,0.785,110.016,audio_features,7gjnP3VGpnDpCVn3ZzmtvW,spotify:track:7gjnP3VGpnDpCVn3ZzmtvW,https://api.spotify.com/v1/tracks/7gjnP3VGpnDpCVn3ZzmtvW,https://api.spotify.com/v1/audio-analysis/7gjnP3VGpnDpCVn3ZzmtvW,168000,4,5xN2TtNpQBicT3t9Ohg6Id,BEACHY
1PWEqRVXqXhRDeS4OznL01,0.784,0.691,10,-4.972,0,0.0437,0.231,0,0.119,0.548,117.032,audio_features,1PWEqRVXqXhRDeS4OznL01,spotify:track:1PWEqRVXqXhRDeS4OznL01,https://api.spotify.com/v1/tracks/1PWEqRVXqXhRDeS4OznL01,https://api.spotify.com/v1/audio-analysis/1PWEqRVXqXhRDeS4OznL01,256253,4,14gxHpwmrORODOPNQCZ8lC,Ayer Me Llamó Mi Ex (Remix)
3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06,audio_features,3swc6WTsr7rl9DqQKQA55C,spotify:track:3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/tracks/3swc6WTsr7rl9DqQKQA55C,https://api.spotify.com/v1/audio-analysis/3swc6WTsr7rl9DqQKQA55C,221440,4,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys
2qPUnoasNe4Ep43emVXEig,0.633,0.673,6,-6.403,0,0.258,0.297,0,0.206,0.659,86.776,audio_features,2qPUnoasNe4Ep43emVXEig,spotify:track:2qPUnoasNe4Ep43emVXEig,https://api.spotify.com/v1/tracks/2qPUnoasNe4Ep43emVXEig,https://api.spotify.com/v1/audio-analysis/2qPUnoasNe4Ep43emVXEig,211160,4,7kOivwbxDlUcVa4dCBCsWg,Lazarus
4ofwffwvvnbSkrMSCKQDaC,0.673,0.735,5,-4.733,1,0.0457,0.286,0,0.242,0.754,115.744,audio_features,4ofwffwvvnbSkrMSCKQDaC,spotify:track:4ofwffwvvnbSkrMSCKQDaC,https://api.spotify.com/v1/tracks/4ofwffwvvnbSkrMSCKQDaC,https://api.spotify.com/v1/audio-analysis/4ofwffwvvnbSkrMSCKQDaC,201287,4,2NaulYO6lGXTyIzWTJvRJj,Staying at Tamara's
0uFgIyJ1bNpj1tdZgxP56k,0.64,0.201,5,-17.911,0,0.0476,0.949,0.446,0.108,0.14,74.005,audio_features,0uFgIyJ1bNpj1tdZgxP56k,spotify:track:0uFgIyJ1bNpj1tdZgxP56k,https://api.spotify.com/v1/tracks/0uFgIyJ1bNpj1tdZgxP56k,https://api.spotify.com/v1/audio-analysis/0uFgIyJ1bNpj1tdZgxP56k,103784,4,4xgeZ0heLiTh85nYyHk1wh,Seeing Beauty in Everything
2y6EbYibgxMVQ0T5YjZYWN,0.738,0.783,0,-4.576,1,0.0693,0.055,0,0.125,0.699,176.027,audio_features,2y6EbYibgxMVQ0T5YjZYWN,spotify:track:2y6EbYibgxMVQ0T5YjZYWN,https://api.spotify.com/v1/tracks/2y6EbYibgxMVQ0T5YjZYWN,https://api.spotify.com/v1/audio-analysis/2y6EbYibgxMVQ0T5YjZYWN,272120,4,13MHW8hoLFjX7SaVEVmj3X,MALA SANTA
190jyVPHYjAqEaOGmMzdyk,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,audio_features,190jyVPHYjAqEaOGmMzdyk,spotify:track:190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/tracks/190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/audio-analysis/190jyVPHYjAqEaOGmMzdyk,227987,4,70f70xLCpH7wHaVvB2oZT9,Believe (Deluxe Edition)
5IsJsbVf7kIbjrZjOFDaPs,0.546,0.327,4,-16.209,1,0.0337,0.611,0.000835,0.113,0.121,140.075,audio_features,5IsJsbVf7kIbjrZjOFDaPs,spotify:track:5IsJsbVf7kIbjrZjOFDaPs,https://api.spotify.com/v1/tracks/5IsJsbVf7kIbjrZjOFDaPs,https://api.spotify.com/v1/audio-analysis/5IsJsbVf7kIbjrZjOFDaPs,167338,4,3ByOfypfcPxuRpelLfQx8D,Donosti
4rH8zGnQebfwtzHPmutbjR,0.819,0.57,7,-8.114,1,0.0705,0.64,0,0.384,0.305,127.162,audio_features,4rH8zGnQebfwtzHPmutbjR,spotify:track:4rH8zGnQebfwtzHPmutbjR,https://api.spotify.com/v1/tracks/4rH8zGnQebfwtzHPmutbjR,https://api.spotify.com/v1/audio-analysis/4rH8zGnQebfwtzHPmutbjR,189010,4,0Ie6XiOzxVEUgxv6tNT9HM,Gira Que Gira
2U8NXPTXZWG2O0ye2sYRiH,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916,audio_features,2U8NXPTXZWG2O0ye2sYRiH,spotify:track:2U8NXPTXZWG2O0ye2sYRiH,https://api.spotify.com/v1/tracks/2U8NXPTXZWG2O0ye2sYRiH,https://api.spotify.com/v1/audio-analysis/2U8NXPTXZWG2O0ye2sYRiH,157153,4,3qpAHoOLWeXRNTaGzeYf13,THIS IS... ICONA POP
0xpFlEILHj5h453VE2Qucz,0.762,0.703,11,-6.825,0,0.0563,0.00494,0.00102,0.273,0.549,125.988,audio_features,0xpFlEILHj5h453VE2Qucz,spotify:track:0xpFlEILHj5h453VE2Qucz,https://api.spotify.com/v1/tracks/0xpFlEILHj5h453VE2Qucz,https://api.spotify.com/v1/audio-analysis/0xpFlEILHj5h453VE2Qucz,175597,4,05kKJfmC7BFpXeKtco60O1,Cansao (Remix)
0TvQLMecTE8utzoNmvXRbK,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,audio_features,0TvQLMecTE8utzoNmvXRbK,spotify:track:0TvQLMecTE8utzoNmvXRbK,https://api.spotify.com/v1/tracks/0TvQLMecTE8utzoNmvXRbK,https://api.spotify.com/v1/audio-analysis/0TvQLMecTE8utzoNmvXRbK,211933,4,5fy0X0JmZRZnVa2UEicIOl,1989
7DcJ6fEBb7BaKuYKTwiDxK,0.546,0.465,5,-8.167,1,0.0287,0.153,0.00259,0.321,0.415,73.369,audio_features,7DcJ6fEBb7BaKuYKTwiDxK,spotify:track:7DcJ6fEBb7BaKuYKTwiDxK,https://api.spotify.com/v1/tracks/7DcJ6fEBb7BaKuYKTwiDxK,https://api.spotify.com/v1/audio-analysis/7DcJ6fEBb7BaKuYKTwiDxK,177493,4,6O9YDn12I4WQxUBQE9tpnN,Skiptracing
58THvMRNJ37sxB2g8p5Z5E,0.698,0.203,10,-14.976,0,0.157,0.885,0.961,0.114,0.809,94.982,audio_features,58THvMRNJ37sxB2g8p5Z5E,spotify:track:58THvMRNJ37sxB2g8p5Z5E,https://api.spotify.com/v1/tracks/58THvMRNJ37sxB2g8p5Z5E,https://api.spotify.com/v1/audio-analysis/58THvMRNJ37sxB2g8p5Z5E,103544,4,6a1N8QyPPdXy1cmicmWktX,1 Am. Study Session
5FVNpPC0H4fVc4FJin5vBg,0.566,0.692,2,-5.585,1,0.0653,0.014,0.0408,0.12,0.175,69.963,audio_features,5FVNpPC0H4fVc4FJin5vBg,spotify:track:5FVNpPC0H4fVc4FJin5vBg,https://api.spotify.com/v1/tracks/5FVNpPC0H4fVc4FJin5vBg,https://api.spotify.com/v1/audio-analysis/5FVNpPC0H4fVc4FJin5vBg,178965,4,2LT6EIF6xZIusESMbuH2GT,Terra
2W7vd8uVZehTtaDcgIWE29,0.612,0.297,0,-12.902,0,0.0293,0.816,0.889,0.109,0.0645,125.982,audio_features,2W7vd8uVZehTtaDcgIWE29,spotify:track:2W7vd8uVZehTtaDcgIWE29,https://api.spotify.com/v1/tracks/2W7vd8uVZehTtaDcgIWE29,https://api.spotify.com/v1/audio-analysis/2W7vd8uVZehTtaDcgIWE29,153810,3,72DiqXdrFV4kcEQj2jFGUY,Fantasia
0stKSegkdrfLTDvm5sIO38,0.861,0.786,1,-3.833,1,0.229,0.485,2.44e-05,0.113,0.778,104.017,audio_features,0stKSegkdrfLTDvm5sIO38,spotify:track:0stKSegkdrfLTDvm5sIO38,https://api.spotify.com/v1/tracks/0stKSegkdrfLTDvm5sIO38,https://api.spotify.com/v1/audio-analysis/0stKSegkdrfLTDvm5sIO38,252440,4,5hwGqi428VUXq9w1Lg8rIP,No Te Veo
5RAIvZ7qPeT9gGd16qqP7T,0.669,0.799,1,-4.166,1,0.073,0.12,0,0.215,0.37,95.019,audio_features,5RAIvZ7qPeT9gGd16qqP7T,spotify:track:5RAIvZ7qPeT9gGd16qqP7T,https://api.spotify.com/v1/tracks/5RAIvZ7qPeT9gGd16qqP7T,https://api.spotify.com/v1/audio-analysis/5RAIvZ7qPeT9gGd16qqP7T,230557,4,24v1a1LIgSzPdtkW9U5m1L,Compilation
2OOmObvtYKotf1WwcqRwe4,0.766,0.914,2,-3.925,0,0.0464,0.188,0,0.0915,0.77,124.028,audio_features,2OOmObvtYKotf1WwcqRwe4,spotify:track:2OOmObvtYKotf1WwcqRwe4,https://api.spotify.com/v1/tracks/2OOmObvtYKotf1WwcqRwe4,https://api.spotify.com/v1/audio-analysis/2OOmObvtYKotf1WwcqRwe4,158739,4,1BFVfHT9ScguUQTXT4ef63,La Bebe (David Guetta Remix)
1mKXFLRA179hdOWQBwUk9e,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,audio_features,1mKXFLRA179hdOWQBwUk9e,spotify:track:1mKXFLRA179hdOWQBwUk9e,https://api.spotify.com/v1/tracks/1mKXFLRA179hdOWQBwUk9e,https://api.spotify.com/v1/audio-analysis/1mKXFLRA179hdOWQBwUk9e,242733,4,2Q9oTK48eb85waX1fFJsvj,The Truth About Love
2vYJfucXrRvHQ7QCsdc9KF,0.824,0.658,6,-4.483,0,0.0851,0.259,0,0.0679,0.937,111.816,audio_features,2vYJfucXrRvHQ7QCsdc9KF,spotify:track:2vYJfucXrRvHQ7QCsdc9KF,https://api.spotify.com/v1/tracks/2vYJfucXrRvHQ7QCsdc9KF,https://api.spotify.com/v1/audio-analysis/2vYJfucXrRvHQ7QCsdc9KF,229933,4,0NfmXeIvmXywovqG2uGVpr,Puerto Presente
0fea68AdmYNygeTGI4RC18,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,audio_features,0fea68AdmYNygeTGI4RC18,spotify:track:0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,242573,4,6ylFfzx32ICw4L1A7YWNLN,OASIS
